text,sentiment,topic,intent,binary
یہاں کے لوگ تعلیم یافتہ اور باشعور ہیں۔,positive,population,Feedback,relevant
آبادی میں اضافے سے وسائل پر بوجھ پڑ رہا ہے۔,negative,population,Complaint,relevant
کیا آپ یہ بتا سکتے ہیں کہ دیہی علاقوں سے شہری علاقوں میں ہجرت کیوں ہو رہی ہے؟,neutral,population,Inquiry,relevant
پسماندہ علاقوں میں آبادی کی ترقی کے لیے منصوبے شروع کیے جائیں۔,neutral,population,Request,relevant
اس علاقے کی آبادی کی شرح ترقی قابل تعریف ہے۔,positive,population,Feedback,relevant
یہاں کی آبادی کی بھوک اور غربت ایک سنگین مسئلہ ہے۔,negative,population,Complaint,relevant
کیا آپ بتا سکتے ہیں کہ ملک کی کل آبادی کتنی ہے؟,neutral,population,Inquiry,relevant
ہم آبادی کے بہبود کے لیے کام کرنے والوں کو خراج تحسین پیش کرتے ہیں۔,positive,population,Feedback,relevant
آبادی کا کنٹرول معاشرتی استحکام کے لیے ضروری ہے۔,neutral,population,Statement,relevant
یہاں کے شہری اپنے حقوق سے آگاہ ہیں۔,positive,population,Feedback,relevant
آبادی کے بڑھنے کی وجہ سے بنیادی سہولیات کی کمی واقع ہو رہی ہے۔,negative,population,Complaint,relevant
کیا آپ بتا سکتے ہیں کہ کس طرح ہم آبادی کو کنٹرول کر سکتے ہیں؟,neutral,population,Inquiry,relevant
پسماندہ علاقوں میں شرح خواندگی بڑھانے کے لیے اقدامات کیے جائیں۔,neutral,population,Request,relevant
یہاں کی آبادی کا کلچر بہت منفرد ہے۔,positive,population,Feedback,relevant
آبادی کی بے ہنگم افزائش سے ماحولیاتی مسائل جنم لے رہے ہیں۔,negative,population,Complaint,relevant
کیا آپ بتا سکیں گے کہ اس سال آبادی میں کتنی شرح سے اضافہ ہوا ہے؟,neutral,population,Inquiry,relevant
حکومت کو آبادی کے کنٹرول کے قوانین سختی سے نافذ کرنے چاہئیں۔,neutral,population,Request,relevant
اس شہر کی آبادی تیزی سے بڑھ رہی ہے۔,neutral,population,Information,relevant
یہاں کی منصوبہ بندی میں بہتری کی گنجائش ہے۔,negative,population,Complaint,relevant
کیا آپ یہ بتا سکتے ہیں کہ اس علاقے کی اوسط عمر کیا ہے؟,neutral,population,Inquiry,relevant
ہم عوام کو آبادی کے کنٹرول کے فوائد سے آگاہ کرنا چاہتے ہیں۔,neutral,population,Request,relevant
اس علاقے میں مختلف ثقافتوں کے لوگ آباد ہیں۔,neutral,population,Information,relevant
آبادی کی صحت مند نشوونما کے لیے بنیادی سہولیات فراہم کی جائیں۔,neutral,population,Request,relevant
یہاں کا انتظام بہت خراب ہے۔,negative,other,Complaint,irrelevant
مجھے گاڑی کے پارٹس کہاں ملیں گے؟,neutral,other,Inquiry,irrelevant
کیا آپ نے نیا موبائل خریدا ہے؟,neutral,other,Inquiry,irrelevant
یہاں کا موسم بہت خوشگوار ہے۔,positive,other,Feedback,irrelevant
میں نے ایک نئی کتاب خریدی ہے۔,neutral,other,Information,irrelevant
یہ کافی خراب ہوٹل ہے۔,negative,other,Complaint,irrelevant
کیا آپ مجھے بتا سکتے ہیں کہ یہ جگہ کہاں ہے؟,neutral,other,Inquiry,irrelevant
مجھے دو کلو چینی چاہیے۔,neutral,other,Request,irrelevant
اس فلم کا اختتام بہت متاثر کن تھا۔,positive,other,Feedback,irrelevant
یہاں کی سڑکیں بہت خستہ حال ہیں۔,negative,other,Complaint,irrelevant
کیا آپ کے پاس کوئی چارجر ہے؟,neutral,other,Request,irrelevant
میں نے آج صبح بہت اچھا ناشتہ کیا۔,positive,other,Feedback,irrelevant
یہاں کی لائبریری میں اچھی کتابیں موجود ہیں۔,positive,other,Feedback,irrelevant
کیا آپ بتا سکتے ہیں کہ یہ دکان کب کھلے گی؟,neutral,other,Inquiry,irrelevant
یہاں کا ریل روڈ نظام بہت پرانا ہے۔,negative,other,Complaint,irrelevant
مجھے ایک ٹرین کی ٹکٹ بک کروانی ہے۔,neutral,other,Request,irrelevant
یہ پرندہ بہت خوبصورت ہے۔,positive,other,Feedback,irrelevant
یہاں کی عمارتیں بہت پرانی ہیں۔,negative,other,Information,irrelevant
کیا آپ نے کل کا میچ دیکھا؟,neutral,other,Inquiry,irrelevant
میں نے ایک نیا لیپ ٹاپ خریدا ہے۔,neutral,other,Information,irrelevant
یہ ایک پرسکون جگہ ہے۔,positive,other,Feedback,irrelevant
اس بازار میں بہت رش ہے۔,negative,other,Information,irrelevant
کیا آپ مجھے قریبی ریستوران کا بتا سکتے ہیں؟,neutral,other,Inquiry,irrelevant
مجھے کچھ پھل خریدنے ہیں۔,neutral,other,Request,irrelevant
یہاں کا موسیقی کا پروگرام بہت عمدہ تھا۔,positive,other,Feedback,irrelevant
اس کی عمارت کی تعمیر بہت پرانی ہے۔,negative,other,Information,irrelevant
کیا یہ بس اسلام آباد جاتی ہے؟,neutral,other,Inquiry,irrelevant
مجھے ایک ہوٹل میں کمرہ بک کروانا ہے۔,neutral,other,Request,irrelevant
یہاں کا فن پارہ بہت دلکش ہے۔,positive,other,Feedback,irrelevant
یہاں کی سیکیورٹی بہت کمزور ہے۔,negative,other,Complaint,irrelevant
کیا آپ کے پاس کوئی قلم ہے؟,neutral,other,Request,irrelevant
یہ جگہ بہت خوبصورت اور پرامن ہے۔,positive,other,Feedback,irrelevant
یہاں کی گاڑیاں بہت شور مچا رہی ہیں۔,negative,other,Complaint,irrelevant
کیا آپ بتا سکتے ہیں کہ یہ ٹرین کتنے بجے پہنچے گی؟,neutral,other,Inquiry,irrelevant
مجھے ایک رکشہ چاہیے۔,neutral,other,Request,irrelevant
اس چائے کا ذائقہ بہت اچھا ہے۔,positive,other,Feedback,irrelevant
یہاں کا موسم شدید گرم ہے۔,negative,other,Information,irrelevant
کیا آپ کے پاس کوئی اضافی کرسی ہے؟,neutral,other,Request,irrelevant
یہ بہت پرانا فون ہے۔,neutral,other,Information,irrelevant
یہاں کی ہوائی اڈہ کی سہولیات بہت اچھی ہیں۔,positive,other,Feedback,irrelevant
یہاں کا ٹریفک نظام بہت الجھا ہوا ہے۔,negative,other,Complaint,irrelevant
کیا آپ بتا سکتے ہیں کہ یہ کون سا ملک ہے؟,neutral,other,Inquiry,irrelevant
مجھے کرکٹ میچ کے ٹکٹ خریدنے ہیں۔,neutral,other,Request,irrelevant
یہاں کا پرفارمنس بہت شاندار تھا۔,positive,other,Feedback,irrelevant
اس ریستوران کا کھانا بہت مہنگا ہے۔,negative,other,Complaint,irrelevant
کیا آپ مجھے وقت بتا سکتے ہیں؟,neutral,other,Inquiry,irrelevant
مجھے گھر جانے کے لیے راستہ بتاؤ۔,neutral,other,Request,irrelevant
یہاں کا چڑیا گھر بہت دلچسپ ہے۔,positive,other,Feedback,irrelevant
یہاں کی سڑک پر بہت گڑھے ہیں۔,negative,other,Complaint,irrelevant
کیا یہ گاڑی ٹھیک کام کر رہی ہے؟,neutral,other,Inquiry,irrelevant
مجھے ایک گلاس پانی چاہیے۔,neutral,other,Request,irrelevant
یہ گانا بہت خوبصورت ہے۔,positive,other,Feedback,irrelevant
یہاں کے حالات بہت خراب ہیں۔,negative,other,Complaint,irrelevant
کیا آپ نے یہ خبر سنی؟,neutral,other,Inquiry,irrelevant
میں ایک نیا گھر خریدنا چاہتا ہوں۔,neutral,other,Request,irrelevant
اس ہوائی جہاز میں سفر بہت آرام دہ تھا۔,positive,other,Feedback,irrelevant
یہاں کا ریلوے اسٹیشن بہت گندا ہے۔,negative,other,Complaint,irrelevant
کیا آپ بتا سکتے ہیں کہ یہ کون سا پھول ہے؟,neutral,other,Inquiry,irrelevant
مجھے دو کلو آلو خریدنے ہیں۔,neutral,other,Request,irrelevant
میرے بچے کی صحت کے بارے میں پریشان ہوں، کیا آپ مدد کر سکتے ہیں؟,negative,health,Inquiry,relevant
یہ دوا واقعی میری بیماری میں بہت مؤثر ثابت ہوئی ہے۔,positive,health,Feedback,relevant
اس ہسپتال میں مریضوں کے ساتھ رویہ بہت بہتر ہوا ہے۔,positive,health,Feedback,relevant
طبی سہولیات کی کمی باعث تشویش ہے۔,negative,health,Complaint,relevant
کیا مجھے فلو کی ویکسین لگوانی چاہیے؟,neutral,health,Inquiry,relevant
دواؤں کی قیمتوں میں کمی کی جائے۔,negative,health,Request,relevant
صحت مند طرز زندگی اپنانے کے فوائد بہت زیادہ ہیں۔,positive,health,Feedback,relevant
اس علاقے میں وبائی امراض پھیل رہی ہیں، فوری اقدامات کی ضرورت ہے۔,negative,health,Complaint,relevant
میں جاننا چاہتا ہوں کہ ہسپتال میں نرسوں کی تعداد کافی ہے یا نہیں۔,neutral,health,Inquiry,relevant
طبی علاج کے اخراجات کو کم کیا جانا چاہیے۔,negative,health,Request,relevant
یہ لیبارٹری ٹیسٹ کے نتائج بہت درست ہیں۔,positive,health,Feedback,relevant
صحت کے شعبے میں مزید تحقیق کی ضرورت ہے۔,neutral,health,Inquiry,relevant
حکومتی پالیسیاں صحت کے نظام کو بہتر بنا رہی ہیں۔,positive,health,Feedback,relevant
بچوں کے لئے مفت صحت کی سہولیات فراہم کی جائیں۔,negative,health,Request,relevant
مجھے بخار اور کھانسی ہے، کیا مجھے ڈاکٹر کو دکھانا چاہیے؟,neutral,health,Inquiry,relevant
یہ دوا وقت پر نہ ملنے سے مریضوں کو تکلیف ہو رہی ہے۔,negative,health,Complaint,relevant
نئے ہسپتال کی تعمیر کا کام جلدی مکمل ہونا چاہیے۔,neutral,health,Request,relevant
یہ کلینک کی سہولیات بہت اچھی ہیں۔,positive,health,Feedback,relevant
صحت کی دیکھ بھال ہر شہری کا حق ہے۔,positive,health,Feedback,relevant
مجھے دل کی بیماری کا شک ہے، کیا آپ کوئی مشورہ دے سکتے ہیں؟,neutral,health,Inquiry,relevant
حکومتی صحت پروگرام بہت مددگار ثابت ہو رہے ہیں۔,positive,health,Feedback,relevant
زچگی وارڈ میں سہولیات بہت خراب ہیں۔,negative,health,Complaint,relevant
مجھے یہ جاننا ہے کہ ویکسین لگوانے کے بعد کیا احتیاط کرنی چاہیے۔,neutral,health,Inquiry,relevant
فالج کے مریضوں کے لئے خصوصی وارڈ بنایا جائے۔,negative,health,Request,relevant
صحت کے متعلق آگاہی مہم بہت کامیاب رہی ہے۔,positive,health,Feedback,relevant
اس علاقے میں ڈاکٹروں کی کمی ہے۔,negative,health,Complaint,relevant
میں جاننا چاہتا ہوں کہ شوگر کا علاج کیا ہے۔,neutral,health,Inquiry,relevant
بیمہ شدہ مریضوں کے لئے خصوصی رعایت دی جائے۔,negative,health,Request,relevant
یہ ایمرجنسی سروس بہت تیز ہے۔,positive,health,Feedback,relevant
صحت مند خوراک کے فوائد پر ایک کتاب شائع کی جائے۔,neutral,health,Request,relevant
ڈاکٹر نے صحیح تشخیص کی اور علاج جلد شروع ہو گیا۔,positive,health,Feedback,relevant
یہاں کے طبی عملے نے بہت اچھا کام کیا۔,positive,health,Feedback,relevant
عارضہ قلب کا علاج بہت مہنگا ہے۔,negative,health,Complaint,relevant
کیا میں گھر بیٹھے اپنا بلڈ پریشر چیک کر سکتا ہوں؟,neutral,health,Inquiry,relevant
ذیابیطس کے مریضوں کے لئے مفت ادویات فراہم کی جائیں۔,negative,health,Request,relevant
یہ ہسپتال صاف ستھرا ہے اور سہولیات بہتر ہیں۔,positive,health,Feedback,relevant
دماغی امراض کے علاج کے لیے بہتر انتظامات ہونے چاہئیں۔,negative,health,Complaint,relevant
میں اپنے بچوں کی ویکسی نیشن کے بارے میں معلومات چاہتا ہوں۔,neutral,health,Inquiry,relevant
حکومت نے صحت کے بجٹ میں اضافہ کر دیا ہے۔,positive,health,Feedback,relevant
مریضوں کو ادویات بروقت فراہم نہیں کی جاتیں۔,negative,health,Complaint,relevant
مجھے یہ جاننا ہے کہ اس بیماری سے کیسے بچا جا سکتا ہے۔,neutral,health,Inquiry,relevant
محکمہ صحت کو زیادہ فعال ہونا چاہیے۔,negative,health,Request,relevant
یہ پرائیویٹ ہسپتال تو لوٹ مار کر رہے ہیں۔,negative,health,Complaint,relevant
صحت کے مراکز پر سہولیات کی کمی ہے۔,negative,health,Complaint,relevant
